age,sex,marital,coninc,degree,happy,health
35.0,male,divorced,14334.0,high school,pretty happy,good
50.0,female,married,88211.0,graduate,unanswered,good
37.0,male,married,39695.0,less than high school,pretty happy,good
36.0,female,divorced,178266.0,associate/junior college,pretty happy,excellent
47.0,female,never married,59542.0,bachelor's,pretty happy,excellent
50.0,female,married,33079.0,bachelor's,very happy,good
22.0,female,never married,72774.0,high school,very happy,fair
53.0,male,divorced,72774.0,high school,very happy,excellent
38.0,male,divorced,,graduate,very happy,unanswered
34.0,male,never married,33079.0,less than high school,unanswered,excellent
68.0,male,married,14334.0,high school,very happy,fair
45.0,female,married,105852.0,high school,pretty happy,unanswered
54.0,male,married,33079.0,high school,unanswered,fair
31.0,male,divorced,59542.0,high school,pretty happy,good
49.0,male,divorced,39695.0,high school,pretty happy,good
54.0,male,married,,high school,very happy,poor
78.0,female,widowed,12129.0,less than high school,unanswered,good
70.0,male,married,39695.0,high school,unanswered,fair
36.0,female,never married,,less than high school,very happy,good
41.0,female,married,88211.0,high school,pretty happy,good
20.0,female,never married,,high school,pretty happy,unanswered
37.0,female,divorced,1764.0,associate/junior college,pretty happy,good
56.0,female,divorced,,high school,unanswered,fair
57.0,female,never married,14334.0,high school,not too happy,fair
66.0,female,married,33079.0,high school,pretty happy,excellent
36.0,male,married,88211.0,high school,pretty happy,good
40.0,female,widowed,7939.0,high school,pretty happy,fair
35.0,female,divorced,,high school,not too happy,fair
55.0,male,never married,9924.0,less than high school,not too happy,poor
81.0,female,widowed,12129.0,high school,not too happy,excellent
55.0,female,married,48516.0,high school,unanswered,excellent
54.0,male,married,14334.0,high school,not too happy,fair
46.0,female,married,88211.0,high school,pretty happy,excellent
56.0,male,married,39695.0,less than high school,unanswered,good
53.0,female,married,39695.0,high school,pretty happy,fair
60.0,female,divorced,20950.0,high school,unanswered,poor
73.0,female,widowed,,bachelor's,pretty happy,unanswered
48.0,female,married,88211.0,high school,unanswered,good
38.0,male,never married,48516.0,less than high school,unanswered,good
22.0,female,never married,24258.0,high school,not too happy,unanswered
32.0,male,married,72774.0,bachelor's,pretty happy,unanswered
64.0,female,widowed,,less than high school,pretty happy,fair
21.0,female,never married,,high school,unanswered,good
64.0,female,widowed,12129.0,high school,very happy,unanswered
33.0,female,never married,3969.0,less than high school,not too happy,good
84.0,female,widowed,14334.0,bachelor's,unanswered,fair
47.0,female,married,48516.0,associate/junior college,pretty happy,unanswered
72.0,female,separated,7939.0,less than high school,not too happy,unanswered
41.0,female,never married,,high school,unanswered,poor
48.0,female,married,20950.0,graduate,very happy,excellent
69.0,male,never married,72774.0,graduate,pretty happy,excellent
27.0,male,never married,39695.0,high school,pretty happy,excellent
36.0,male,married,9924.0,less than high school,unanswered,good
34.0,male,never married,24258.0,high school,pretty happy,unanswered
64.0,female,widowed,,high school,very happy,good
64.0,male,separated,,high school,unanswered,good
27.0,female,married,48516.0,associate/junior college,very happy,unanswered
46.0,female,married,178266.0,high school,unanswered,good
43.0,female,married,59542.0,high school,pretty happy,excellent
62.0,male,married,39695.0,high school,unanswered,excellent
63.0,female,married,39695.0,bachelor's,very happy,unanswered
47.0,female,divorced,1764.0,high school,not too happy,fair
44.0,female,divorced,48516.0,high school,unanswered,good
87.0,male,widowed,,high school,very happy,unanswered
39.0,female,divorced,59542.0,bachelor's,pretty happy,good
44.0,male,married,39695.0,high school,not too happy,excellent
64.0,female,divorced,9924.0,less than high school,unanswered,good
45.0,female,married,,graduate,not too happy,good
51.0,female,married,88211.0,bachelor's,very happy,fair
45.0,female,married,105852.0,graduate,very happy,unanswered
73.0,female,divorced,,less than high school,unanswered,poor
35.0,female,married,,less than high school,pretty happy,good
36.0,female,married,39695.0,high school,unanswered,good
80.0,male,divorced,28668.0,less than high school,pretty happy,unanswered
42.0,male,married,48516.0,high school,very happy,unanswered
71.0,male,widowed,72774.0,bachelor's,very happy,unanswered
40.0,female,never married,18745.0,high school,pretty happy,good
42.0,female,married,24258.0,high school,unanswered,fair
35.0,male,separated,9924.0,less than high school,unanswered,good
87.0,female,widowed,39695.0,bachelor's,pretty happy,excellent
34.0,male,married,59542.0,graduate,very happy,unanswered
70.0,male,divorced,105852.0,high school,unanswered,good
47.0,male,married,39695.0,high school,unanswered,good
47.0,female,married,12129.0,less than high school,unanswered,fair
47.0,female,divorced,33079.0,graduate,unanswered,good
59.0,female,widowed,72774.0,high school,unanswered,excellent
74.0,male,married,28668.0,high school,pretty happy,good
29.0,male,never married,441.0,bachelor's,unanswered,excellent
59.0,female,married,33079.0,bachelor's,very happy,good
64.0,female,married,72774.0,high school,very happy,good
54.0,male,divorced,48516.0,high school,pretty happy,good
38.0,male,married,88211.0,associate/junior college,unanswered,good
45.0,male,divorced,39695.0,high school,not too happy,unanswered
67.0,male,married,33079.0,bachelor's,very happy,excellent
30.0,male,never married,28668.0,high school,unanswered,excellent
53.0,female,married,59542.0,high school,very happy,unanswered
60.0,female,divorced,20950.0,high school,not too happy,fair
68.0,male,never married,48516.0,bachelor's,pretty happy,unanswered
36.0,female,married,48516.0,high school,pretty happy,good
26.0,male,never married,88211.0,bachelor's,not too happy,fair
43.0,female,never married,178266.0,graduate,pretty happy,unanswered
30.0,female,never married,59542.0,associate/junior college,pretty happy,unanswered
51.0,female,divorced,28668.0,bachelor's,very happy,good
23.0,male,never married,178266.0,bachelor's,pretty happy,fair
38.0,male,never married,18745.0,bachelor's,unanswered,excellent
31.0,female,married,33079.0,associate/junior college,pretty happy,unanswered
44.0,female,never married,6616.0,associate/junior college,pretty happy,fair
35.0,female,married,178266.0,graduate,very happy,unanswered
85.0,male,married,20950.0,less than high school,unanswered,good
88.0,female,married,16539.0,high school,pretty happy,fair
47.0,female,divorced,20950.0,high school,unanswered,good
47.0,male,separated,24258.0,less than high school,very happy,fair
45.0,male,married,88211.0,high school,pretty happy,unanswered
43.0,female,widowed,12129.0,high school,unanswered,excellent
59.0,female,married,72774.0,bachelor's,unanswered,excellent
72.0,male,widowed,9924.0,less than high school,not too happy,poor
37.0,male,divorced,39695.0,high school,unanswered,good
62.0,male,divorced,16539.0,high school,unanswered,fair
89.0,female,widowed,1764.0,high school,very happy,excellent
32.0,female,never married,24258.0,high school,pretty happy,unanswered
50.0,female,married,178266.0,graduate,pretty happy,excellent
23.0,female,never married,14334.0,less than high school,pretty happy,excellent
42.0,male,never married,,high school,pretty happy,excellent
24.0,male,married,28668.0,high school,pretty happy,unanswered
46.0,male,married,,high school,very happy,unanswered
55.0,male,married,59542.0,high school,pretty happy,unanswered
62.0,male,married,123496.0,graduate,pretty happy,good
29.0,female,divorced,18745.0,bachelor's,pretty happy,unanswered
46.0,female,married,28668.0,high school,unanswered,good
89.0,female,widowed,9924.0,high school,unanswered,excellent
32.0,female,separated,33079.0,less than high school,pretty happy,fair
33.0,female,separated,,high school,not too happy,poor
39.0,male,married,105852.0,high school,unanswered,good
49.0,female,divorced,24258.0,high school,pretty happy,unanswered
74.0,male,never married,9924.0,less than high school,unanswered,poor
33.0,male,never married,72774.0,high school,very happy,excellent
67.0,male,married,72774.0,associate/junior college,pretty happy,excellent
42.0,female,married,3087.0,high school,very happy,unanswered
86.0,female,widowed,48516.0,associate/junior college,unanswered,excellent
35.0,female,married,28668.0,bachelor's,pretty happy,unanswered
43.0,male,separated,88211.0,bachelor's,pretty happy,good
19.0,female,never married,20950.0,high school,not too happy,good
86.0,female,widowed,12129.0,bachelor's,pretty happy,unanswered
24.0,female,never married,24258.0,high school,very happy,good
62.0,male,separated,88211.0,high school,pretty happy,excellent
58.0,female,divorced,33079.0,high school,unanswered,good
50.0,male,married,16539.0,high school,unanswered,fair
21.0,male,married,18745.0,high school,unanswered,excellent
81.0,male,married,20950.0,less than high school,very happy,fair
64.0,female,married,,high school,pretty happy,unanswered
47.0,female,married,59542.0,high school,very happy,good
25.0,male,never married,,associate/junior college,very happy,unanswered
61.0,female,married,7939.0,less than high school,not too happy,unanswered
47.0,female,divorced,16539.0,high school,unanswered,fair
38.0,female,married,39695.0,high school,unanswered,poor
23.0,female,never married,3087.0,less than high school,pretty happy,good
46.0,male,divorced,123496.0,bachelor's,pretty happy,unanswered
84.0,female,widowed,5734.0,less than high school,pretty happy,unanswered
45.0,female,married,39695.0,bachelor's,unanswered,good
32.0,female,married,5734.0,less than high school,not too happy,unanswered
46.0,male,divorced,5734.0,high school,not too happy,unanswered
49.0,male,widowed,6228.75,high school,not too happy,unanswered
48.0,male,married,99660.0,graduate,pretty happy,excellent
47.0,male,married,37372.5,high school,pretty happy,unanswered
32.0,male,divorced,31143.75,high school,not too happy,good
37.0,female,separated,26991.25,high school,pretty happy,good
72.0,male,married,,bachelor's,very happy,unanswered
21.0,female,never married,,high school,pretty happy,excellent
36.0,female,never married,,high school,very happy,unanswered
48.0,female,widowed,,high school,not too happy,good
56.0,female,divorced,,less than high school,not too happy,fair
62.0,male,married,175621.41,graduate,pretty happy,unanswered
40.0,male,never married,99660.0,graduate,not too happy,good
62.0,female,unanswered,17648.12,bachelor's,very happy,good
71.0,male,married,31143.75,high school,very happy,good
58.0,female,never married,,bachelor's,pretty happy,fair
34.0,female,married,,graduate,pretty happy,fair
26.0,male,never married,68516.25,high school,pretty happy,excellent
33.0,female,married,56058.75,high school,very happy,unanswered
36.0,male,never married,175621.41,bachelor's,pretty happy,excellent
37.0,male,married,45677.5,associate/junior college,not too happy,good
52.0,male,married,175621.41,high school,very happy,fair
61.0,female,divorced,37372.5,less than high school,pretty happy,fair
63.0,female,married,56058.75,high school,pretty happy,poor
74.0,female,married,,high school,pretty happy,good
70.0,female,widowed,,high school,pretty happy,excellent
38.0,female,married,,high school,very happy,good
32.0,male,separated,31143.75,high school,pretty happy,excellent
42.0,male,never married,175621.41,graduate,pretty happy,unanswered
